,Country,Month,Product,Shipped,Produced,valid
216,Australia,Apr2004,CleanSlate Mouthwash,567.0,1703.0,True
217,Australia,Aug2004,CleanSlate Mouthwash,1671.0,1671.0,True
218,Australia,Dec2004,CleanSlate Mouthwash,0.0,1886.0,True
219,Australia,Feb2004,CleanSlate Mouthwash,0.0,1756.0,True
220,Australia,Jan2004,CleanSlate Mouthwash,0.0,1631.0,True
221,Australia,Jul2004,CleanSlate Mouthwash,0.0,1713.0,True
222,Australia,Jun2004,CleanSlate Mouthwash,0.0,1644.0,True
223,Australia,Mar2004,CleanSlate Mouthwash,375.0,1595.0,True
224,Australia,May2004,CleanSlate Mouthwash,0.0,1687.0,True
225,Australia,Nov2004,CleanSlate Mouthwash,0.0,1700.0,True
226,Australia,Oct2004,CleanSlate Mouthwash,0.0,1492.0,True
227,Australia,Sep2004,CleanSlate Mouthwash,0.0,1528.0,True
228,Australia,Apr2004,CleanSlate Stain Remover,1038.0,1038.0,True
229,Australia,Aug2004,CleanSlate Stain Remover,807.0,998.0,True
230,Australia,Dec2004,CleanSlate Stain Remover,844.0,916.0,True
231,Australia,Feb2004,CleanSlate Stain Remover,757.0,904.0,True
232,Australia,Jan2004,CleanSlate Stain Remover,849.0,958.0,True
233,Australia,Jul2004,CleanSlate Stain Remover,832.0,1025.0,True
234,Australia,Jun2004,CleanSlate Stain Remover,887.0,932.0,True
235,Australia,Mar2004,CleanSlate Stain Remover,766.0,975.0,True
236,Australia,May2004,CleanSlate Stain Remover,913.0,913.0,True
237,Australia,Nov2004,CleanSlate Stain Remover,691.0,927.0,True
238,Australia,Oct2004,CleanSlate Stain Remover,790.0,937.0,True
239,Australia,Sep2004,CleanSlate Stain Remover,0.0,894.0,True
240,Australia,Apr2004,CleanSmile Floss Picks,0.0,0.0,True
241,Australia,Aug2004,CleanSmile Floss Picks,0.0,0.0,True
242,Australia,Dec2004,CleanSmile Floss Picks,0.0,0.0,True
243,Australia,Feb2004,CleanSmile Floss Picks,0.0,0.0,True
244,Australia,Jan2004,CleanSmile Floss Picks,0.0,0.0,True
245,Australia,Jul2004,CleanSmile Floss Picks,0.0,0.0,True
246,Australia,Jun2004,CleanSmile Floss Picks,0.0,0.0,True
247,Australia,Mar2004,CleanSmile Floss Picks,0.0,0.0,True
248,Australia,May2004,CleanSmile Floss Picks,0.0,0.0,True
249,Australia,Nov2004,CleanSmile Floss Picks,0.0,0.0,True
250,Australia,Oct2004,CleanSmile Floss Picks,0.0,0.0,True
251,Australia,Sep2004,CleanSmile Floss Picks,0.0,0.0,True
252,Australia,Apr2004,DailyDazzle Toothpaste,0.0,713.0,True
253,Australia,Aug2004,DailyDazzle Toothpaste,706.0,706.0,True
254,Australia,Dec2004,DailyDazzle Toothpaste,685.0,685.0,True
255,Australia,Feb2004,DailyDazzle Toothpaste,700.0,700.0,True
256,Australia,Jan2004,DailyDazzle Toothpaste,645.0,645.0,True
257,Australia,Jul2004,DailyDazzle Toothpaste,0.0,714.0,True
258,Australia,Jun2004,DailyDazzle Toothpaste,601.0,710.0,True
259,Australia,Mar2004,DailyDazzle Toothpaste,656.0,656.0,True
260,Australia,May2004,DailyDazzle Toothpaste,733.0,733.0,True
261,Australia,Nov2004,DailyDazzle Toothpaste,472.0,736.0,True
262,Australia,Oct2004,DailyDazzle Toothpaste,0.0,704.0,True
263,Australia,Sep2004,DailyDazzle Toothpaste,705.0,705.0,True
264,Australia,Apr2004,DelicateDew Sensitive Wash,0.0,0.0,True
265,Australia,Aug2004,DelicateDew Sensitive Wash,0.0,0.0,True
266,Australia,Dec2004,DelicateDew Sensitive Wash,0.0,0.0,True
267,Australia,Feb2004,DelicateDew Sensitive Wash,0.0,0.0,True
268,Australia,Jan2004,DelicateDew Sensitive Wash,0.0,0.0,True
269,Australia,Jul2004,DelicateDew Sensitive Wash,0.0,0.0,True
270,Australia,Jun2004,DelicateDew Sensitive Wash,0.0,0.0,True
271,Australia,Mar2004,DelicateDew Sensitive Wash,0.0,0.0,True
272,Australia,May2004,DelicateDew Sensitive Wash,0.0,0.0,True
273,Australia,Nov2004,DelicateDew Sensitive Wash,0.0,0.0,True
274,Australia,Oct2004,DelicateDew Sensitive Wash,0.0,0.0,True
275,Australia,Sep2004,DelicateDew Sensitive Wash,0.0,0.0,True
276,Australia,Apr2004,DentalDefense Toothpaste,0.0,0.0,True
277,Australia,Aug2004,DentalDefense Toothpaste,0.0,0.0,True
278,Australia,Dec2004,DentalDefense Toothpaste,0.0,0.0,True
279,Australia,Feb2004,DentalDefense Toothpaste,0.0,0.0,True
280,Australia,Jan2004,DentalDefense Toothpaste,0.0,0.0,True
281,Australia,Jul2004,DentalDefense Toothpaste,0.0,0.0,True
282,Australia,Jun2004,DentalDefense Toothpaste,0.0,0.0,True
283,Australia,Mar2004,DentalDefense Toothpaste,0.0,0.0,True
284,Australia,May2004,DentalDefense Toothpaste,0.0,0.0,True
285,Australia,Nov2004,DentalDefense Toothpaste,0.0,0.0,True
286,Australia,Oct2004,DentalDefense Toothpaste,0.0,0.0,True
287,Australia,Sep2004,DentalDefense Toothpaste,0.0,0.0,True
288,Australia,Apr2004,EasyWash Laundry Detergent,0.0,0.0,True
289,Australia,Aug2004,EasyWash Laundry Detergent,0.0,0.0,True
290,Australia,Dec2004,EasyWash Laundry Detergent,0.0,0.0,True
291,Australia,Feb2004,EasyWash Laundry Detergent,0.0,0.0,True
292,Australia,Jan2004,EasyWash Laundry Detergent,0.0,0.0,True
293,Australia,Jul2004,EasyWash Laundry Detergent,0.0,0.0,True
294,Australia,Jun2004,EasyWash Laundry Detergent,0.0,0.0,True
295,Australia,Mar2004,EasyWash Laundry Detergent,0.0,0.0,True
296,Australia,May2004,EasyWash Laundry Detergent,0.0,0.0,True
297,Australia,Nov2004,EasyWash Laundry Detergent,0.0,0.0,True
298,Australia,Oct2004,EasyWash Laundry Detergent,0.0,0.0,True
299,Australia,Sep2004,EasyWash Laundry Detergent,0.0,0.0,True
300,Australia,Apr2004,EasyWash Laundry Detergent for Babies,744.0,1759.0,True
301,Australia,Aug2004,EasyWash Laundry Detergent for Babies,764.0,1633.0,True
302,Australia,Dec2004,EasyWash Laundry Detergent for Babies,0.0,1762.0,True
303,Australia,Feb2004,EasyWash Laundry Detergent for Babies,1072.0,1655.0,True
304,Australia,Jan2004,EasyWash Laundry Detergent for Babies,349.0,1716.0,True
305,Australia,Jul2004,EasyWash Laundry Detergent for Babies,0.0,1606.0,True
306,Australia,Jun2004,EasyWash Laundry Detergent for Babies,0.0,1699.0,True
307,Australia,Mar2004,EasyWash Laundry Detergent for Babies,759.0,1777.0,True
308,Australia,May2004,EasyWash Laundry Detergent for Babies,715.0,1758.0,True
309,Australia,Nov2004,EasyWash Laundry Detergent for Babies,782.0,1828.0,True
310,Australia,Oct2004,EasyWash Laundry Detergent for Babies,780.0,1783.0,True
311,Australia,Sep2004,EasyWash Laundry Detergent for Babies,0.0,1841.0,True
312,Australia,Apr2004,EasyWash Laundry Detergent for Delicates,0.0,0.0,True
313,Australia,Aug2004,EasyWash Laundry Detergent for Delicates,0.0,0.0,True
314,Australia,Dec2004,EasyWash Laundry Detergent for Delicates,0.0,0.0,True
315,Australia,Feb2004,EasyWash Laundry Detergent for Delicates,0.0,0.0,True
316,Australia,Jan2004,EasyWash Laundry Detergent for Delicates,0.0,0.0,True
317,Australia,Jul2004,EasyWash Laundry Detergent for Delicates,0.0,0.0,True
318,Australia,Jun2004,EasyWash Laundry Detergent for Delicates,0.0,0.0,True
319,Australia,Mar2004,EasyWash Laundry Detergent for Delicates,0.0,0.0,True
320,Australia,May2004,EasyWash Laundry Detergent for Delicates,0.0,0.0,True
321,Australia,Nov2004,EasyWash Laundry Detergent for Delicates,0.0,0.0,True
322,Australia,Oct2004,EasyWash Laundry Detergent for Delicates,0.0,0.0,True
323,Australia,Sep2004,EasyWash Laundry Detergent for Delicates,0.0,0.0,True
324,Australia,Apr2004,EasyWash Pet Laundry Detergent,0.0,0.0,True
325,Australia,Aug2004,EasyWash Pet Laundry Detergent,0.0,0.0,True
326,Australia,Dec2004,EasyWash Pet Laundry Detergent,0.0,0.0,True
327,Australia,Feb2004,EasyWash Pet Laundry Detergent,0.0,0.0,True
328,Australia,Jan2004,EasyWash Pet Laundry Detergent,0.0,0.0,True
329,Australia,Jul2004,EasyWash Pet Laundry Detergent,0.0,0.0,True
330,Australia,Jun2004,EasyWash Pet Laundry Detergent,0.0,0.0,True
331,Australia,Mar2004,EasyWash Pet Laundry Detergent,0.0,0.0,True
332,Australia,May2004,EasyWash Pet Laundry Detergent,0.0,0.0,True
333,Australia,Nov2004,EasyWash Pet Laundry Detergent,0.0,0.0,True
334,Australia,Oct2004,EasyWash Pet Laundry Detergent,0.0,0.0,True
335,Australia,Sep2004,EasyWash Pet Laundry Detergent,0.0,0.0,True
336,Australia,Apr2004,Exfoliating Essentials Scrub,0.0,0.0,True
337,Australia,Aug2004,Exfoliating Essentials Scrub,0.0,0.0,True
338,Australia,Dec2004,Exfoliating Essentials Scrub,0.0,0.0,True
339,Australia,Feb2004,Exfoliating Essentials Scrub,0.0,0.0,True
340,Australia,Jan2004,Exfoliating Essentials Scrub,0.0,0.0,True
341,Australia,Jul2004,Exfoliating Essentials Scrub,0.0,0.0,True
342,Australia,Jun2004,Exfoliating Essentials Scrub,0.0,0.0,True
343,Australia,Mar2004,Exfoliating Essentials Scrub,0.0,0.0,True
344,Australia,May2004,Exfoliating Essentials Scrub,0.0,0.0,True
345,Australia,Nov2004,Exfoliating Essentials Scrub,0.0,0.0,True
346,Australia,Oct2004,Exfoliating Essentials Scrub,0.0,0.0,True
347,Australia,Sep2004,Exfoliating Essentials Scrub,0.0,0.0,True
348,Australia,Apr2004,FreshFix Mouthwash,561.0,561.0,True
349,Australia,Aug2004,FreshFix Mouthwash,639.0,639.0,True
350,Australia,Dec2004,FreshFix Mouthwash,667.0,667.0,True
351,Australia,Feb2004,FreshFix Mouthwash,675.0,675.0,True
352,Australia,Jan2004,FreshFix Mouthwash,303.0,621.0,True
353,Australia,Jul2004,FreshFix Mouthwash,621.0,621.0,True
354,Australia,Jun2004,FreshFix Mouthwash,621.0,621.0,True
355,Australia,Mar2004,FreshFix Mouthwash,625.0,625.0,True
356,Australia,May2004,FreshFix Mouthwash,651.0,651.0,True
357,Australia,Nov2004,FreshFix Mouthwash,619.0,619.0,True
358,Australia,Oct2004,FreshFix Mouthwash,618.0,618.0,True
359,Australia,Sep2004,FreshFix Mouthwash,533.0,582.0,True
360,Australia,Apr2004,FreshFold Fabric Refresher,0.0,0.0,True
361,Australia,Aug2004,FreshFold Fabric Refresher,0.0,0.0,True
362,Australia,Dec2004,FreshFold Fabric Refresher,0.0,0.0,True
363,Australia,Feb2004,FreshFold Fabric Refresher,0.0,0.0,True
364,Australia,Jan2004,FreshFold Fabric Refresher,0.0,0.0,True
365,Australia,Jul2004,FreshFold Fabric Refresher,0.0,0.0,True
366,Australia,Jun2004,FreshFold Fabric Refresher,0.0,0.0,True
367,Australia,Mar2004,FreshFold Fabric Refresher,0.0,0.0,True
368,Australia,May2004,FreshFold Fabric Refresher,0.0,0.0,True
369,Australia,Nov2004,FreshFold Fabric Refresher,0.0,0.0,True
370,Australia,Oct2004,FreshFold Fabric Refresher,0.0,0.0,True
371,Australia,Sep2004,FreshFold Fabric Refresher,0.0,0.0,True
372,Australia,Apr2004,FreshFusion All-Purpose Cleaner,0.0,0.0,True
373,Australia,Aug2004,FreshFusion All-Purpose Cleaner,0.0,0.0,True
374,Australia,Dec2004,FreshFusion All-Purpose Cleaner,0.0,0.0,True
375,Australia,Feb2004,FreshFusion All-Purpose Cleaner,0.0,0.0,True
376,Australia,Jan2004,FreshFusion All-Purpose Cleaner,0.0,0.0,True
377,Australia,Jul2004,FreshFusion All-Purpose Cleaner,0.0,0.0,True
378,Australia,Jun2004,FreshFusion All-Purpose Cleaner,0.0,0.0,True
