,Country,Product,Month,Reference,Proposal,Error
279,Japan,GentleGlow Face Lotion,Apr2004,1299,779.0,208.1601231716705
280,Japan,GentleGlow Face Lotion,May2004,1461,908.0,209.3148528405202
281,Japan,GentleGlow Face Lotion,Jun2004,1391,1391.0,0.0
282,Japan,GentleGlow Face Lotion,Jul2004,1468,1468.0,0.0
283,Japan,GentleGlow Face Lotion,Aug2004,1436,900.0,200.06685236768803
284,Japan,GentleGlow Face Lotion,Sep2004,1343,1343.0,0.0
285,Japan,GentleGlow Face Lotion,Oct2004,1349,1349.0,0.0
286,Japan,GentleGlow Face Lotion,Nov2004,1323,858.0,163.43537414965985
287,Japan,GentleGlow Face Lotion,Dec2004,1354,1354.0,0.0
288,Japan,HydraHydrate Hand Cream,Jan2004,0,0.0,0.0
289,Japan,HydraHydrate Hand Cream,Feb2004,0,0.0,0.0
290,Japan,HydraHydrate Hand Cream,Mar2004,0,0.0,0.0
291,Japan,HydraHydrate Hand Cream,Apr2004,0,0.0,0.0
292,Japan,HydraHydrate Hand Cream,May2004,0,0.0,0.0
293,Japan,HydraHydrate Hand Cream,Jun2004,0,0.0,0.0
294,Japan,HydraHydrate Hand Cream,Jul2004,0,0.0,0.0
295,Japan,HydraHydrate Hand Cream,Aug2004,0,0.0,0.0
296,Japan,HydraHydrate Hand Cream,Sep2004,0,0.0,0.0
297,Japan,HydraHydrate Hand Cream,Oct2004,0,0.0,0.0
298,Japan,HydraHydrate Hand Cream,Nov2004,0,0.0,0.0
299,Japan,HydraHydrate Hand Cream,Dec2004,0,0.0,0.0
300,Japan,SilkSmooth Exfoliating Scrub,Jan2004,1711,1250.0,124.20864991233196
301,Japan,SilkSmooth Exfoliating Scrub,Feb2004,1514,1514.0,0.0
302,Japan,SilkSmooth Exfoliating Scrub,Mar2004,1532,1532.0,0.0
303,Japan,SilkSmooth Exfoliating Scrub,Apr2004,1775,1775.0,0.0
304,Japan,SilkSmooth Exfoliating Scrub,May2004,1802,1802.0,0.0
305,Japan,SilkSmooth Exfoliating Scrub,Jun2004,1747,1747.0,0.0
306,Japan,SilkSmooth Exfoliating Scrub,Jul2004,1718,1718.0,0.0
307,Japan,SilkSmooth Exfoliating Scrub,Aug2004,1561,1561.0,0.0
308,Japan,SilkSmooth Exfoliating Scrub,Sep2004,1788,1788.0,0.0
309,Japan,SilkSmooth Exfoliating Scrub,Oct2004,1777,1777.0,0.0
310,Japan,SilkSmooth Exfoliating Scrub,Nov2004,1839,1839.0,0.0
311,Japan,SilkSmooth Exfoliating Scrub,Dec2004,1726,1726.0,0.0
312,Japan,CleanSkin Acne Treatment,Jan2004,1398,1398.0,0.0
313,Japan,CleanSkin Acne Treatment,Feb2004,1291,1291.0,0.0
314,Japan,CleanSkin Acne Treatment,Mar2004,1379,449.0,627.193618564177
315,Japan,CleanSkin Acne Treatment,Apr2004,1295,1295.0,0.0
316,Japan,CleanSkin Acne Treatment,May2004,1275,100.0,1082.8431372549019
317,Japan,CleanSkin Acne Treatment,Jun2004,1375,1375.0,0.0
318,Japan,CleanSkin Acne Treatment,Jul2004,1364,1364.0,0.0
319,Japan,CleanSkin Acne Treatment,Aug2004,1300,1300.0,0.0
320,Japan,CleanSkin Acne Treatment,Sep2004,1279,1279.0,0.0
321,Japan,CleanSkin Acne Treatment,Oct2004,1346,1346.0,0.0
322,Japan,CleanSkin Acne Treatment,Nov2004,1391,1391.0,0.0
323,Japan,CleanSkin Acne Treatment,Dec2004,1415,1415.0,0.0
324,Japan,SunShield SPF 50 Lotion,Jan2004,1830,1830.0,0.0
325,Japan,SunShield SPF 50 Lotion,Feb2004,1825,1720.0,6.041095890410959
326,Japan,SunShield SPF 50 Lotion,Mar2004,1859,1848.0,0.0650887573964497
327,Japan,SunShield SPF 50 Lotion,Apr2004,1775,1753.0,0.27267605633802816
328,Japan,SunShield SPF 50 Lotion,May2004,1985,1894.0,4.171788413098237
329,Japan,SunShield SPF 50 Lotion,Jun2004,1912,1317.0,185.1595188284519
330,Japan,SunShield SPF 50 Lotion,Jul2004,1926,1421.0,132.41173416407062
331,Japan,SunShield SPF 50 Lotion,Aug2004,1756,1721.0,0.6976082004555809
332,Japan,SunShield SPF 50 Lotion,Sep2004,1881,1873.0,0.03402445507708666
333,Japan,SunShield SPF 50 Lotion,Oct2004,1826,1826.0,0.0
334,Japan,SunShield SPF 50 Lotion,Nov2004,1873,1414.0,112.48318206086492
335,Japan,SunShield SPF 50 Lotion,Dec2004,1857,1857.0,0.0
336,Japan,Refreshing Rose Body Oil,Jan2004,1170,477.0,410.46923076923076
337,Japan,Refreshing Rose Body Oil,Feb2004,1225,1225.0,0.0
338,Japan,Refreshing Rose Body Oil,Mar2004,1226,560.0,361.7911908646003
339,Japan,Refreshing Rose Body Oil,Apr2004,1186,616.0,273.9460370994941
340,Japan,Refreshing Rose Body Oil,May2004,1075,1075.0,0.0
341,Japan,Refreshing Rose Body Oil,Jun2004,1167,1167.0,0.0
342,Japan,Refreshing Rose Body Oil,Jul2004,1246,538.0,402.29855537720704
343,Japan,Refreshing Rose Body Oil,Aug2004,1170,1170.0,0.0
344,Japan,Refreshing Rose Body Oil,Sep2004,1101,1101.0,0.0
345,Japan,Refreshing Rose Body Oil,Oct2004,1190,1190.0,0.0
346,Japan,Refreshing Rose Body Oil,Nov2004,1169,493.0,390.9118905047049
347,Japan,Refreshing Rose Body Oil,Dec2004,1020,1020.0,0.0
348,Japan,Calming Creme Relaxant Bath,Jan2004,838,838.0,0.0
349,Japan,Calming Creme Relaxant Bath,Feb2004,900,628.0,82.20444444444445
350,Japan,Calming Creme Relaxant Bath,Mar2004,958,473.0,245.5375782881002
351,Japan,Calming Creme Relaxant Bath,Apr2004,909,431.0,251.35753575357535
352,Japan,Calming Creme Relaxant Bath,May2004,878,795.0,7.84624145785877
353,Japan,Calming Creme Relaxant Bath,Jun2004,826,826.0,0.0
354,Japan,Calming Creme Relaxant Bath,Jul2004,827,792.0,1.4812575574365174
355,Japan,Calming Creme Relaxant Bath,Aug2004,886,886.0,0.0
356,Japan,Calming Creme Relaxant Bath,Sep2004,898,898.0,0.0
357,Japan,Calming Creme Relaxant Bath,Oct2004,862,862.0,0.0
358,Japan,Calming Creme Relaxant Bath,Nov2004,902,902.0,0.0
359,Japan,Calming Creme Relaxant Bath,Dec2004,773,773.0,0.0
360,Japan,Brightening Body Wash,Jan2004,1510,1510.0,0.0
361,Japan,Brightening Body Wash,Feb2004,1523,1523.0,0.0
362,Japan,Brightening Body Wash,Mar2004,1649,1450.0,24.01516070345664
363,Japan,Brightening Body Wash,Apr2004,1425,1341.0,4.951578947368421
364,Japan,Brightening Body Wash,May2004,1509,1404.0,7.306163021868787
365,Japan,Brightening Body Wash,Jun2004,1552,1552.0,0.0
366,Japan,Brightening Body Wash,Jul2004,1570,1570.0,0.0
367,Japan,Brightening Body Wash,Aug2004,1571,1571.0,0.0
368,Japan,Brightening Body Wash,Sep2004,1453,1317.0,12.729525120440467
369,Japan,Brightening Body Wash,Oct2004,1417,1369.0,1.6259703599153141
370,Japan,Brightening Body Wash,Nov2004,1536,1536.0,0.0
371,Japan,Brightening Body Wash,Dec2004,1493,1493.0,0.0
372,Japan,SmoothOperator Shaving Gel,Jan2004,1211,846.0,110.01238645747316
373,Japan,SmoothOperator Shaving Gel,Feb2004,1069,761.0,88.74087932647333
374,Japan,SmoothOperator Shaving Gel,Mar2004,1020,781.0,56.00098039215686
375,Japan,SmoothOperator Shaving Gel,Apr2004,1106,1106.0,0.0
376,Japan,SmoothOperator Shaving Gel,May2004,1152,1152.0,0.0
377,Japan,SmoothOperator Shaving Gel,Jun2004,1143,817.0,92.97987751531059
378,Japan,SmoothOperator Shaving Gel,Jul2004,1155,1026.0,14.407792207792207
